item_id,item_code,item_name,category_id,item_type,base_unit,latest_purchase_price,minimum_stock,criticality,tolerance_variance_percentage,active_status,created_at,created_by,item_key,notes
ITM-0176,,ONION POWDER,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,ONION POWDER,
ITM-0177,,Oregano,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,OREGANO,
ITM-0178,,PAHA ATAS,food_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAHA ATAS,
ITM-0179,,PAHA BAWAH,food_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAHA BAWAH,
ITM-0180,,PALA POWDER,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PALA POWDER,
ITM-0181,,PAPER BAG MERAH,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAPER BAG MERAH,
ITM-0182,,PAPER BAG PUTIH,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAPER BAG PUTIH,
ITM-0183,,PAPER TRAY (L),condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAPER TRAY (L),
ITM-0184,,PAPER WRAP,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAPER WRAP,
ITM-0185,,Paprika hijau,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAPRIKA HIJAU,
ITM-0186,,PAPRIKA POWDER,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PAPRIKA POWDER,
ITM-0187,,PARMESAN POWDER,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PARMESAN POWDER,
ITM-0188,,Parsley Fresh,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PARSLEY FRESH,
ITM-0189,,PARSLEY KERING,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PARSLEY KERING,
ITM-0190,,PEACH BUAH KALENG,beverage_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PEACH BUAH KALENG,
ITM-0191,,PEANUT BUTTER,beverage_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PEANUT BUTTER,
ITM-0192,,PEANUT DRESSING,sauce,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PEANUT DRESSING,
ITM-0193,,PERISA RED PASTA,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PERISA RED PASTA,
ITM-0194,,PEWARNA KUNING,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PEWARNA KUNING,
ITM-0195,,Pewarna merah,beverage_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PEWARNA MERAH,
ITM-0196,,PICKLES,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PICKLES,
ITM-0197,,PIRING ENAMEL,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PIRING ENAMEL,
ITM-0198,,PISANG,beverage_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PISANG,
ITM-0199,,PISAU STAINLESS,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,PISAU STAINLESS,
ITM-0200,,RAISING CANE,sauce,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,RAISING CANE,
ITM-0201,,RED VELVET POWDER,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,RED VELVET POWDER,
ITM-0202,,Rice vinegar,beverage_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,RICE VINEGAR,
ITM-0203,,ROSEMARY POWDER,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,ROSEMARY POWDER,
ITM-0204,,ROYCO AYAM,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,ROYCO AYAM,
ITM-0205,,Rumput laut,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,RUMPUT LAUT,
ITM-0206,,Russian dressing,sauce,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,RUSSIAN DRESSING,
ITM-0207,,SABUN CUCI PIRING,condiment,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SABUN CUCI PIRING,
ITM-0208,,Salmon,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SALMON,
ITM-0209,ITM-003,Salmon Fillet,critical,RAW_MATERIAL,kg,320000.0,3.0,CRITICAL,2.0,active,2026-07-18,etl,SALMON FILLET,Wajib ditimbang depan supplier
ITM-0210,,Salmon sandwich,sauce,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SALMON SANDWICH,
ITM-0211,,SALTED CARAMEL SYRUP,beverage_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SALTED CARAMEL SYRUP,
ITM-0212,,Santan,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SANTAN,
ITM-0213,,Santan / krim kelapa kara,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SANTAN / KRIM KELAPA KARA,
ITM-0214,,SAOS SAMBAL,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SAOS SAMBAL,
ITM-0215,,SAOS TOMAT,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SAOS TOMAT,
ITM-0216,,Sauce Mac & Cheese,sauce,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SAUCE MAC & CHEESE,
ITM-0217,,Saus sachet sambal,food_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SAUS SACHET SAMBAL,
ITM-0218,,SAUS TIRAM,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SAUS TIRAM,
ITM-0219,,SAYAP AYAM,food_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SAYAP AYAM,
ITM-0220,,Seal cup,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SEAL CUP,
ITM-0221,,Sedotan,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SEDOTAN,
ITM-0222,,SEDOTAN BESAR,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SEDOTAN BESAR,
ITM-0223,,SEDOTAN KECIL,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SEDOTAN KECIL,
ITM-0224,,Sendok garpu plastik,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SENDOK GARPU PLASTIK,
ITM-0225,,SENDOK STAINLESS,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SENDOK STAINLESS,
ITM-0226,,Sereh,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SEREH,
ITM-0227,,Sirup Alpen,beverage_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SIRUP ALPEN,
ITM-0228,,SKM,condiment,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SKM,
ITM-0229,,Sleeve Roti China,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SLEEVE ROTI CHINA,
ITM-0230,,SODA CHARGER,beverage_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SODA CHARGER,
ITM-0231,,Soy sauce,beverage_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SOY SAUCE,
ITM-0232,,Soy Suce,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SOY SUCE,
ITM-0233,,Spork hitam,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SPORK HITAM,
ITM-0234,,Sriracha saos,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SRIRACHA SAOS,
ITM-0235,,Sumpit Kayu,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SUMPIT KAYU,
ITM-0236,,SUNFLOWER OIL,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SUNFLOWER OIL,
ITM-0237,,SYRUP HAZELNUT,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SYRUP HAZELNUT,
ITM-0238,,SYRUP RUM,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,SYRUP RUM,
ITM-0239,,Taro powder,beverage_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TARO POWDER,
ITM-0240,,TELUR AYAM,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TELUR AYAM,
ITM-0241,,Telur omega,food_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TELUR OMEGA,
ITM-0242,,TEPUNG CAKRA KEMBAR,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TEPUNG CAKRA KEMBAR,
ITM-0243,,Tepung Roti,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TEPUNG ROTI,
ITM-0244,,TEPUNG SEGITIGA BIRU,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TEPUNG SEGITIGA BIRU,
ITM-0245,,Terasi udang,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TERASI UDANG,
ITM-0246,,Tikka masala,sauce,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TIKKA MASALA,
ITM-0247,,TISSUE HANDTOWEL,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TISSUE HANDTOWEL,
ITM-0248,,TISSUE MAKAN,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TISSUE MAKAN,
ITM-0249,,TISSUE ROLL,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TISSUE ROLL,
ITM-0250,,TOMAT FRESH,beverage_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TOMAT FRESH,
ITM-0251,,Tomato Pelled,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TOMATO PELLED,
ITM-0252,,TRASH BAG,food_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TRASH BAG,
ITM-0253,,TRAY MELAMIN,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TRAY MELAMIN,
ITM-0254,,Tutup bowl,condiment,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,TUTUP BOWL,
ITM-0255,ITM-009,Udang Vaname,critical,RAW_MATERIAL,kg,110000.0,4.0,CRITICAL,3.0,active,2026-07-18,etl,UDANG VANAME,
ITM-0256,,UHT,beverage_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,UHT,
ITM-0257,,UNCLE MASALA,other,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,UNCLE MASALA,
ITM-0258,,UNSALTED BUTTER (KG),food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,UNSALTED BUTTER (KG),
ITM-0259,,UNSALTED BUTTER PORTION,food_main,RAW_MATERIAL,pcs,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,UNSALTED BUTTER PORTION,
ITM-0260,,VANILLA SYRUP,food_main,RAW_MATERIAL,ml,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,VANILLA SYRUP,
ITM-0261,,WIJEN,beverage_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,WIJEN,
ITM-0262,,Wortel,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,WORTEL,
ITM-0263,,YELLOW MUSTARD,food_main,RAW_MATERIAL,g,0.0,0.0,STANDARD,2.0,active,2026-07-18,etl,YELLOW MUSTARD,
