expense_id,date,item_name,qty,unit,debit,kredit,saldo,month,source_sheet,item_key,is_topup
PCE-0386,2026-02-01,L'arome Vanilla Susu 500gr,1.0,pcs,242000.0,0.0,1238000.0,Februari,Expense Februari,L'AROME VANILLA SUSU 500GR,False
PCE-0387,2026-02-01,Terigu Cakra Kembar Premium 1kg,2.0,pcs,27000.0,0.0,1211000.0,Februari,Expense Februari,TERIGU CAKRA KEMBAR PREMIUM 1KG,False
PCE-0388,2026-02-01,Terigu Segitiga Biru 1kg,8.0,pcs,104000.0,0.0,1107000.0,Februari,Expense Februari,TERIGU SEGITIGA BIRU 1KG,False
PCE-0389,2026-02-01,ongkir shopeexpress intisari,1.0,x,10000.0,0.0,1097000.0,Februari,Expense Februari,ONGKIR SHOPEEXPRESS INTISARI,False
PCE-0390,2026-02-01,Pisang Cavendish Sunpride,1.0,sisir,18000.0,0.0,1079000.0,Februari,Expense Februari,PISANG CAVENDISH SUNPRIDE,False
PCE-0391,2026-02-01,parkir,1.0,x,2000.0,0.0,1077000.0,Februari,Expense Februari,PARKIR,False
PCE-0392,2026-02-01,Cheese Parmesan,1.0,kg,204000.0,0.0,873000.0,Februari,Expense Februari,CHEESE PARMESAN,False
PCE-0393,2026-02-01,Frutaneira Ecoline Peach Halves In Syrup 8500gr,3.0,can,150000.0,0.0,723000.0,Februari,Expense Februari,FRUTANEIRA ECOLINE PEACH HALVES IN SYRUP 8500GR,False
PCE-0394,2026-02-01,Ongkir Jogjakita Berlyanfood,1.0,x,30000.0,0.0,693000.0,Februari,Expense Februari,ONGKIR JOGJAKITA BERLYANFOOD,False
PCE-0395,2026-02-02,es,2.0,pax,20000.0,0.0,673000.0,Februari,Expense Februari,ES,False
PCE-0396,2026-02-02,Tepung Maizena 1kg,7.0,pax,119000.0,0.0,554000.0,Februari,Expense Februari,TEPUNG MAIZENA 1KG,False
PCE-0397,2026-02-02,Indo Ice Cream Vanillla 8L,1.0,box,165000.0,0.0,389000.0,Februari,Expense Februari,INDO ICE CREAM VANILLLA 8L,False
PCE-0398,2026-02-02,Minyak Kita 1L,36.0,pcs,669000.0,0.0,-280000.0,Februari,Expense Februari,MINYAK KITA 1L,False
PCE-0399,2026-02-03,Diamond UHT Full Cream 1L,12.0,pcs,236000.0,0.0,-516000.0,Februari,Expense Februari,DIAMOND UHT FULL CREAM 1L,False
PCE-0400,2026-02-03,Diamond UHT Chocolate 1L,1.0,pcs,19500.0,0.0,-535500.0,Februari,Expense Februari,DIAMOND UHT CHOCOLATE 1L,False
PCE-0401,2026-02-03,Ultramilk Chocolate 1L,1.0,pcs,20000.0,0.0,-555500.0,Februari,Expense Februari,ULTRAMILK CHOCOLATE 1L,False
PCE-0402,2026-02-03,es,1.0,pax,10000.0,0.0,-565500.0,Februari,Expense Februari,ES,False
PCE-0403,2026-02-03,Refill Gas 50kg,1.0,pcs,788000.0,0.0,-1353500.0,Februari,Expense Februari,REFILL GAS 50KG,False
PCE-0404,2026-02-03,Beras Sedap Wangi 5kg,1.0,pcs,81000.0,0.0,-1434500.0,Februari,Expense Februari,BERAS SEDAP WANGI 5KG,False
PCE-0405,2026-02-03,Bawang Bombay,3.0,kg,114000.0,0.0,-1548500.0,Februari,Expense Februari,BAWANG BOMBAY,False
PCE-0406,2026-02-03,Isi Token Listrik Atas via BCA,1.0,time,103000.0,0.0,-1651500.0,Februari,Expense Februari,ISI TOKEN LISTRIK ATAS VIA BCA,False
PCE-0407,2026-02-03,Whipping Cream Millac Gold 1L,1.0,pcs,79000.0,0.0,-1730500.0,Februari,Expense Februari,WHIPPING CREAM MILLAC GOLD 1L,False
PCE-0408,2026-02-03,Ongkir BerlyanFood,1.0,time,30000.0,0.0,-1760500.0,Februari,Expense Februari,ONGKIR BERLYANFOOD,False
PCE-0409,2026-02-04,Minyak Bimoli 1L,2.0,pcs,40000.0,0.0,-1800500.0,Februari,Expense Februari,MINYAK BIMOLI 1L,False
PCE-0410,2026-02-04,Gulaku Hijau Kuning 1kg,2.0,pcs,39000.0,0.0,-1839500.0,Februari,Expense Februari,GULAKU HIJAU KUNING 1KG,False
PCE-0411,2026-02-04,Skippy PB Creamy 500gr,1.0,pcs,88760.0,0.0,-1928260.0,Februari,Expense Februari,SKIPPY PB CREAMY 500GR,False
PCE-0412,2026-02-04,Aqua Galon,1.0,pcs,23000.0,0.0,-1951260.0,Februari,Expense Februari,AQUA GALON,False
PCE-0413,2026-02-04,Air Isi Ulang,1.0,pcs,7000.0,0.0,-1958260.0,Februari,Expense Februari,AIR ISI ULANG,False
PCE-0414,2026-02-04,es,2.0,pax,20000.0,0.0,-1978260.0,Februari,Expense Februari,ES,False
PCE-0415,2026-02-04,Isi Token Listrik Atas via BCA,1.0,time,203000.0,0.0,-2181260.0,Februari,Expense Februari,ISI TOKEN LISTRIK ATAS VIA BCA,False
PCE-0416,2026-02-04,Telur Ayam,3.0,kg,81000.0,0.0,-2262260.0,Februari,Expense Februari,TELUR AYAM,False
PCE-0417,2026-02-04,Pisang Cavendish Sunpride,1.0,sisir,21000.0,0.0,-2283260.0,Februari,Expense Februari,PISANG CAVENDISH SUNPRIDE,False
PCE-0418,2026-02-04,Lettuce Iceberge,500.0,gr,12500.0,0.0,-2295760.0,Februari,Expense Februari,LETTUCE ICEBERGE,False
PCE-0419,2026-02-04,Mosa CO2 Soda Charger,20.0,pcs,146000.0,0.0,-2441760.0,Februari,Expense Februari,MOSA CO2 SODA CHARGER,False
PCE-0420,2026-02-05,Beras Sedap Wangi 5kg,1.0,pcs,81000.0,0.0,-2522760.0,Februari,Expense Februari,BERAS SEDAP WANGI 5KG,False
PCE-0421,2026-02-05,Sunflower Oil Orilia 1L,1.0,pcs,77000.0,0.0,-2599760.0,Februari,Expense Februari,SUNFLOWER OIL ORILIA 1L,False
PCE-0422,2026-02-05,parkir gluckmart,1.0,x,2000.0,0.0,-2601760.0,Februari,Expense Februari,PARKIR GLUCKMART,False
PCE-0423,2026-02-05,Indomilk UHT Chocolate 950 ml,4.0,pcs,59800.0,0.0,-2661560.0,Februari,Expense Februari,INDOMILK UHT CHOCOLATE 950 ML,False
PCE-0424,2026-02-05,plastic shopbag,1.0,pcs,200.0,0.0,-2661760.0,Februari,Expense Februari,PLASTIC SHOPBAG,False
PCE-0425,2026-02-05,parkir superindo,1.0,x,2000.0,0.0,-2663760.0,Februari,Expense Februari,PARKIR SUPERINDO,False
PCE-0426,2026-02-05,es,1.0,pax,10000.0,0.0,-2673760.0,Februari,Expense Februari,ES,False
PCE-0427,2026-02-05,Indomilk UHT Full Cream Plain 1 L,36.0,pcs,615000.0,0.0,-3288760.0,Februari,Expense Februari,INDOMILK UHT FULL CREAM PLAIN 1 L,False
PCE-0428,2026-02-05,Isi Pulsa HP Toko via BCA,1.0,pax,33000.0,0.0,-3321760.0,Februari,Expense Februari,ISI PULSA HP TOKO VIA BCA,False
PCE-0429,2026-02-05,Makan GC,11.0,org,275000.0,0.0,-3596760.0,Februari,Expense Februari,MAKAN GC,False
PCE-0430,2026-02-05,Biaya Perbaikan Saluran Listrik Lampu Gantung dan Box Laju,1.0,time,300000.0,0.0,-3896760.0,Februari,Expense Februari,BIAYA PERBAIKAN SALURAN LISTRIK LAMPU GANTUNG DAN BOX LAJU,False
PCE-0431,2026-02-05,Additional Petty Cash,1.0,time,0.0,3508750.0,-388010.0,Februari,Expense Februari,ADDITIONAL PETTY CASH,True
PCE-0432,2026-02-06,Maizenaku 1kg,6.0,pcs,120000.0,0.0,-508010.0,Februari,Expense Februari,MAIZENAKU 1KG,False
PCE-0433,2026-02-06,L'arome Vanilla Susu 500gr,1.0,pcs,242000.0,0.0,-750010.0,Februari,Expense Februari,L'AROME VANILLA SUSU 500GR,False
PCE-0434,2026-02-06,Terigu Cakra Kembar Premium 1kg,4.0,pcs,54000.0,0.0,-804010.0,Februari,Expense Februari,TERIGU CAKRA KEMBAR PREMIUM 1KG,False
PCE-0435,2026-02-06,Terigu Segitiga Biru 1kg,8.0,pcs,104000.0,0.0,-908010.0,Februari,Expense Februari,TERIGU SEGITIGA BIRU 1KG,False
PCE-0436,2026-02-06,"Star V Whle Pled Tmtes 2,5kg",1.0,pcs,98000.0,0.0,-1006010.0,Februari,Expense Februari,"STAR V WHLE PLED TMTES 2,5KG",False
PCE-0437,2026-02-06,Aqua Galon,1.0,pcs,23000.0,0.0,-1029010.0,Februari,Expense Februari,AQUA GALON,False
PCE-0438,2026-02-06,Air Isi Ulang,1.0,pcs,7000.0,0.0,-1036010.0,Februari,Expense Februari,AIR ISI ULANG,False
PCE-0439,2026-02-06,es,1.0,pax,10000.0,0.0,-1046010.0,Februari,Expense Februari,ES,False
PCE-0440,2026-02-06,Minyak Kita 1L,12.0,pcs,223000.0,0.0,-1269010.0,Februari,Expense Februari,MINYAK KITA 1L,False
PCE-0441,2026-02-06,Ketumbar Bubuk Rempah,1.0,kg,50000.0,0.0,-1319010.0,Februari,Expense Februari,KETUMBAR BUBUK REMPAH,False
PCE-0442,2026-02-06,Bubuk Rempah Jahe,1.0,kg,105000.0,0.0,-1424010.0,Februari,Expense Februari,BUBUK REMPAH JAHE,False
PCE-0443,2026-02-06,Caramel Sauce 2kg,1.0,pcs,183000.0,0.0,-1607010.0,Februari,Expense Februari,CARAMEL SAUCE 2KG,False
PCE-0444,2026-02-06,Bubuk Jahe 50gr,2.0,pcs,34000.0,0.0,-1641010.0,Februari,Expense Februari,BUBUK JAHE 50GR,False
PCE-0445,2026-02-07,Minyak Kita 1L,36.0,pcs,669000.0,0.0,-2310010.0,Februari,Expense Februari,MINYAK KITA 1L,False
PCE-0446,2026-02-07,Telur Ayam,4.0,kg,116000.0,0.0,-2426010.0,Februari,Expense Februari,TELUR AYAM,False
PCE-0447,2026-02-07,Beras Lesung Padi 5kg,2.0,pcs,160000.0,0.0,-2586010.0,Februari,Expense Februari,BERAS LESUNG PADI 5KG,False
PCE-0448,2026-02-07,Segitiga Biru Premium 1kg,8.0,pcs,108000.0,0.0,-2694010.0,Februari,Expense Februari,SEGITIGA BIRU PREMIUM 1KG,False
PCE-0449,2026-02-07,Maizenaku 1kg,6.0,pcs,126000.0,0.0,-2820010.0,Februari,Expense Februari,MAIZENAKU 1KG,False
PCE-0450,2026-02-07,Cakra Kembar Premium 1kg,4.0,pcs,56000.0,0.0,-2876010.0,Februari,Expense Februari,CAKRA KEMBAR PREMIUM 1KG,False
PCE-0451,2026-02-07,Indomilk Full Cream 950ml,12.0,pcs,210000.0,0.0,-3086010.0,Februari,Expense Februari,INDOMILK FULL CREAM 950ML,False
PCE-0452,2026-02-07,Whipping Cream Millac Gold 1L,1.0,pcs,81000.0,0.0,-3167010.0,Februari,Expense Februari,WHIPPING CREAM MILLAC GOLD 1L,False
PCE-0453,2026-02-07,es,2.0,pax,20000.0,0.0,-3187010.0,Februari,Expense Februari,ES,False
PCE-0454,2026-02-07,Es Krim Vanilla 8L,1.0,box,175000.0,0.0,-3362010.0,Februari,Expense Februari,ES KRIM VANILLA 8L,False
PCE-0455,2026-02-07,Lettuce Iceberge,500.0,gr,12500.0,0.0,-3374510.0,Februari,Expense Februari,LETTUCE ICEBERGE,False
PCE-0456,2026-02-07,Bawang Putih Kupas,1.0,kg,48000.0,0.0,-3422510.0,Februari,Expense Februari,BAWANG PUTIH KUPAS,False
PCE-0457,2026-02-07,Cabai Rawit,1.0,kg,85000.0,0.0,-3507510.0,Februari,Expense Februari,CABAI RAWIT,False
PCE-0458,2026-02-07,Tomat Merah,500.0,gr,10000.0,0.0,-3517510.0,Februari,Expense Februari,TOMAT MERAH,False
PCE-0459,2026-02-07,Santos Powder Creamer 1kg (Laju),4.0,pax,176000.0,0.0,-3693510.0,Februari,Expense Februari,SANTOS POWDER CREAMER 1KG (LAJU),False
PCE-0460,2026-02-08,Pisang Cavendish Sunpride,0.8324,gr,19561.0,0.0,-3713071.0,Februari,Expense Februari,PISANG CAVENDISH SUNPRIDE,False
PCE-0461,2026-02-08,Nestle Pure Life 600ml,120.0,pcs,225000.0,0.0,-3938071.0,Februari,Expense Februari,NESTLE PURE LIFE 600ML,False
PCE-0462,2026-02-08,es,2.0,pax,20000.0,0.0,-3958071.0,Februari,Expense Februari,ES,False
PCE-0463,2026-02-08,L'arome Vanilla Susu 500gr,1.0,pcs,242000.0,0.0,-4200071.0,Februari,Expense Februari,L'AROME VANILLA SUSU 500GR,False
PCE-0464,2026-02-09,Additional Petty Cash,1.0,time,0.0,5416647.0,1216576.0,Februari,Expense Februari,ADDITIONAL PETTY CASH,True
PCE-0465,2026-02-09,es,2.0,pax,20000.0,0.0,1196576.0,Februari,Expense Februari,ES,False
PCE-0466,2026-02-09,Ultramilk UHT Milk Plain 1L,4.0,pcs,82120.0,0.0,1114456.0,Februari,Expense Februari,ULTRAMILK UHT MILK PLAIN 1L,False
PCE-0467,2026-02-09,ongkir shopeexpress,1.0,time,5000.0,0.0,1109456.0,Februari,Expense Februari,ONGKIR SHOPEEXPRESS,False
PCE-0468,2026-02-09,Es Krim Vanilla 8L,1.0,box,188302.0,0.0,921154.0,Februari,Expense Februari,ES KRIM VANILLA 8L,False
PCE-0469,2026-02-09,Thermal Forte 57x40,40.0,pcs,120000.0,0.0,801154.0,Februari,Expense Februari,THERMAL FORTE 57X40,False
PCE-0470,2026-02-09,BP Sno V5,1.0,pcs,3000.0,0.0,798154.0,Februari,Expense Februari,BP SNO V5,False
PCE-0471,2026-02-09,Spidol Sno K Col,2.0,pcs,2600.0,0.0,795554.0,Februari,Expense Februari,SPIDOL SNO K COL,False
PCE-0472,2026-02-09,Sticky Note Forte 654py 75x75 / Yellow Pas,3.0,pcs,8100.0,0.0,787454.0,Februari,Expense Februari,STICKY NOTE FORTE 654PY 75X75 / YELLOW PAS,False
PCE-0473,2026-02-09,La Fonte Chifferi Rigati 500gr,5.0,pcs,82500.0,0.0,704954.0,Februari,Expense Februari,LA FONTE CHIFFERI RIGATI 500GR,False
PCE-0474,2026-02-09,Diamond UHT Milk Full Cream 1L,24.0,pcs,468000.0,0.0,236954.0,Februari,Expense Februari,DIAMOND UHT MILK FULL CREAM 1L,False
PCE-0475,2026-02-09,ongkir shopeexpress intisari,1.0,time,10000.0,0.0,226954.0,Februari,Expense Februari,ONGKIR SHOPEEXPRESS INTISARI,False
PCE-0476,2026-02-09,Minyak Kita 1L,12.0,pcs,223000.0,0.0,3954.0,Februari,Expense Februari,MINYAK KITA 1L,False
PCE-0477,2026-02-09,Telur Ayam,5.0,kg,147500.0,0.0,-143546.0,Februari,Expense Februari,TELUR AYAM,False
PCE-0478,2026-02-09,Cup Polos 14oz,100.0,pcs,16000.0,0.0,-159546.0,Februari,Expense Februari,CUP POLOS 14OZ,False
PCE-0479,2026-02-09,Aqua Galon,1.0,pcs,23000.0,0.0,-182546.0,Februari,Expense Februari,AQUA GALON,False
PCE-0480,2026-02-09,Air Isi Ulang,1.0,pcs,7000.0,0.0,-189546.0,Februari,Expense Februari,AIR ISI ULANG,False
PCE-0481,2026-02-09,Saringan ST Taller Brim 22cm,2.0,pcs,30000.0,0.0,-219546.0,Februari,Expense Februari,SARINGAN ST TALLER BRIM 22CM,False
PCE-0482,2026-02-09,Gulaku 1kg,3.0,pcs,53700.0,0.0,-273246.0,Februari,Expense Februari,GULAKU 1KG,False
PCE-0483,2026-02-09,Nng Fah Srrcha Hot Chilli Sce 250 ml ,2.0,pcs,60000.0,0.0,-333246.0,Februari,Expense Februari,NNG FAH SRRCHA HOT CHILLI SCE 250 ML,False
PCE-0484,2026-02-09,parkir gluckmart,1.0,x,2000.0,0.0,-335246.0,Februari,Expense Februari,PARKIR GLUCKMART,False
PCE-0485,2026-02-09,Pisang Cavendish Sunpride,1.0,sisir,18000.0,0.0,-353246.0,Februari,Expense Februari,PISANG CAVENDISH SUNPRIDE,False
PCE-0486,2026-02-10,L'arome Vanilla Susu 500gr,1.0,pcs,242000.0,0.0,-595246.0,Februari,Expense Februari,L'AROME VANILLA SUSU 500GR,False
PCE-0487,2026-02-10,Bogasari Tepung Cakra Kembar 1kg,3.0,pcs,40500.0,0.0,-635746.0,Februari,Expense Februari,BOGASARI TEPUNG CAKRA KEMBAR 1KG,False
PCE-0488,2026-02-10,Bogasari Tepung Segitiga Biru 1kg,8.0,pcs,104000.0,0.0,-739746.0,Februari,Expense Februari,BOGASARI TEPUNG SEGITIGA BIRU 1KG,False
PCE-0489,2026-02-10,Maizenaku 1kg,8.0,pcs,160000.0,0.0,-899746.0,Februari,Expense Februari,MAIZENAKU 1KG,False
PCE-0490,2026-02-10,ongkir shopeexpress,1.0,x,7000.0,0.0,-906746.0,Februari,Expense Februari,ONGKIR SHOPEEXPRESS,False
PCE-0491,2026-02-10,es,1.0,pax,10000.0,0.0,-916746.0,Februari,Expense Februari,ES,False
PCE-0492,2026-02-10,Kol Ungu,0.55,kg,24700.0,0.0,-941446.0,Februari,Expense Februari,KOL UNGU,False
PCE-0493,2026-02-10,Kubis,1.5,kg,15000.0,0.0,-956446.0,Februari,Expense Februari,KUBIS,False
PCE-0494,2026-02-10,Lettuce Iceberge,0.0,kg,12500.0,0.0,-968946.0,Februari,Expense Februari,LETTUCE ICEBERGE,False
PCE-0495,2026-02-10,Coriander,0.1,kg,6000.0,0.0,-974946.0,Februari,Expense Februari,CORIANDER,False
PCE-0496,2026-02-10,Apel Fuji,1.0,kg,53000.0,0.0,-1027946.0,Februari,Expense Februari,APEL FUJI,False
PCE-0497,2026-02-10,Onion Powder 1kg,1.0,pcs,60000.0,0.0,-1087946.0,Februari,Expense Februari,ONION POWDER 1KG,False
PCE-0498,2026-02-10,Paprika Powder 1kg,1.0,kg,87000.0,0.0,-1174946.0,Februari,Expense Februari,PAPRIKA POWDER 1KG,False
PCE-0499,2026-02-10,Lada Hitam Bubuk 1kg,1.0,pax,105000.0,0.0,-1279946.0,Februari,Expense Februari,LADA HITAM BUBUK 1KG,False
PCE-0500,2026-02-10,Milac Gold Cooking Cream 1L,3.0,pcs,216000.0,0.0,-1495946.0,Februari,Expense Februari,MILAC GOLD COOKING CREAM 1L,False
PCE-0501,2026-02-10,Frutaneira Ecoline Peach Halves In Syrup 8500gr ,3.0,can,150000.0,0.0,-1645946.0,Februari,Expense Februari,FRUTANEIRA ECOLINE PEACH HALVES IN SYRUP 8500GR,False
PCE-0502,2026-02-10,Anchor Butter 1kg,2.0,pax,308000.0,0.0,-1953946.0,Februari,Expense Februari,ANCHOR BUTTER 1KG,False
PCE-0503,2026-02-10,"Delmonte Sauce Extra Hot 5,5kg",2.0,jerigen,224000.0,0.0,-2177946.0,Februari,Expense Februari,"DELMONTE SAUCE EXTRA HOT 5,5KG",False
PCE-0504,2026-02-10,"Delmonte Sauce Tomat 5,7kg",2.0,jerigen,184000.0,0.0,-2361946.0,Februari,Expense Februari,"DELMONTE SAUCE TOMAT 5,7KG",False
PCE-0505,2026-02-10,Tepung Maizena 1kg,4.0,pax,68000.0,0.0,-2429946.0,Februari,Expense Februari,TEPUNG MAIZENA 1KG,False
PCE-0506,2026-02-10,McLewis Mayo Ori 1kg,6.0,pcs,147000.0,0.0,-2576946.0,Februari,Expense Februari,MCLEWIS MAYO ORI 1KG,False
PCE-0507,2026-02-10,Kikkoman Gochujang Saus 300gr,7.0,pcs,164500.0,0.0,-2741446.0,Februari,Expense Februari,KIKKOMAN GOCHUJANG SAUS 300GR,False
PCE-0508,2026-02-10,Butter Unsalted Elle Mini 10gr,25.0,pcs,112500.0,0.0,-2853946.0,Februari,Expense Februari,BUTTER UNSALTED ELLE MINI 10GR,False
PCE-0509,2026-02-10,Minyak Kita 1L,36.0,pcs,669000.0,0.0,-3522946.0,Februari,Expense Februari,MINYAK KITA 1L,False
PCE-0510,2026-02-10,Telur Ayam,5.0,kg,145000.0,0.0,-3667946.0,Februari,Expense Februari,TELUR AYAM,False
PCE-0511,2026-02-10,UHT Indomilk 1L,8.0,pcs,166200.0,0.0,-3834146.0,Februari,Expense Februari,UHT INDOMILK 1L,False
PCE-0512,2026-02-11,Cup Sambung 35ml LUX,500.0,pcs,85000.0,0.0,-3919146.0,Februari,Expense Februari,CUP SAMBUNG 35ML LUX,False
PCE-0513,2026-02-11,Cup Sambung 60ml,250.0,pcs,75000.0,0.0,-3994146.0,Februari,Expense Februari,CUP SAMBUNG 60ML,False
PCE-0514,2026-02-11,ongkir shopeexpress,1.0,x,5000.0,0.0,-3999146.0,Februari,Expense Februari,ONGKIR SHOPEEXPRESS,False
PCE-0515,2026-02-11,Lea & Perrins Worcestershire 284 ml,1.0,pcs,79500.0,0.0,-4078646.0,Februari,Expense Februari,LEA & PERRINS WORCESTERSHIRE 284 ML,False
PCE-0516,2026-02-11,Lotus Biscoff Biscuit Caramel,4.0,pcs,172000.0,0.0,-4250646.0,Februari,Expense Februari,LOTUS BISCOFF BISCUIT CARAMEL,False
PCE-0517,2026-02-11,es,1.0,pax,10000.0,0.0,-4260646.0,Februari,Expense Februari,ES,False
PCE-0518,2026-02-11,Knorr Sauce Mix Cheese 750gr,1.0,pcs,254005.0,0.0,-4514651.0,Februari,Expense Februari,KNORR SAUCE MIX CHEESE 750GR,False
PCE-0519,2026-02-11,Grandairy UHT FC 1L ,12.0,pcs,189500.0,0.0,-4704151.0,Februari,Expense Februari,GRANDAIRY UHT FC 1L,False
PCE-0520,2026-02-11,Anchor Cheese Red Cheddar 84 slices,1.0,pax,154000.0,0.0,-4858151.0,Februari,Expense Februari,ANCHOR CHEESE RED CHEDDAR 84 SLICES,False
PCE-0521,2026-02-11,Milac Gold Cooking Cream 1L ,2.0,pcs,144000.0,0.0,-5002151.0,Februari,Expense Februari,MILAC GOLD COOKING CREAM 1L,False
PCE-0522,2026-02-11,Garam Refina 250gr ,40.0,pcs,160000.0,0.0,-5162151.0,Februari,Expense Februari,GARAM REFINA 250GR,False
PCE-0523,2026-02-11,Cuka Dixi 650ml,4.0,botol,76000.0,0.0,-5238151.0,Februari,Expense Februari,CUKA DIXI 650ML,False
PCE-0524,2026-02-11,Hansaplast Elastis,25.0,pcs,16950.0,0.0,-5255101.0,Februari,Expense Februari,HANSAPLAST ELASTIS,False
PCE-0525,2026-02-11,Refill Super Mop,1.0,pcs,31500.0,0.0,-5286601.0,Februari,Expense Februari,REFILL SUPER MOP,False
PCE-0526,2026-02-11,SWL-S.109 Toilet Ball 5pcs,1.0,pax,22635.0,0.0,-5309236.0,Februari,Expense Februari,SWL-S.109 TOILET BALL 5PCS,False
PCE-0527,2026-02-11,Pltx Sbt Stainless,2.0,pax,30880.0,0.0,-5340116.0,Februari,Expense Februari,PLTX SBT STAINLESS,False
PCE-0528,2026-02-11,Pledge Pol Pm 450,1.0,pcs,23380.0,0.0,-5363496.0,Februari,Expense Februari,PLEDGE POL PM 450,False
PCE-0529,2026-02-11,Scoth B ID-30 P5,2.0,pax,58000.0,0.0,-5421496.0,Februari,Expense Februari,SCOTH B ID-30 P5,False
PCE-0530,2026-02-11,Hit Ars 400 Cotton Pwd,1.0,pcs,23488.0,0.0,-5444984.0,Februari,Expense Februari,HIT ARS 400 COTTON PWD,False
PCE-0531,2026-02-11,Stella All in/1 55gr Balinese Jsmn,2.0,pcs,19224.0,0.0,-5464208.0,Februari,Expense Februari,STELLA ALL IN/1 55GR BALINESE JSMN,False
PCE-0532,2026-02-11,ABC-Alk Mp LR-03 4B,1.0,pax,33700.0,0.0,-5497908.0,Februari,Expense Februari,ABC-ALK MP LR-03 4B,False
PCE-0533,2026-02-11,Stella Bath 10 Blue,2.0,pcs,16680.0,0.0,-5514588.0,Februari,Expense Februari,STELLA BATH 10 BLUE,False
PCE-0534,2026-02-11,Gentle G Det Liq Btl 700 M Breeze,1.0,pcs,18115.0,0.0,-5532703.0,Februari,Expense Februari,GENTLE G DET LIQ BTL 700 M BREEZE,False
PCE-0535,2026-02-11,Wipol RF 720gr Srh&Jrk,2.0,pcs,26330.0,0.0,-5559033.0,Februari,Expense Februari,WIPOL RF 720GR SRH&JRK,False
PCE-0536,2026-02-11,Stella Ars 175 Balinese Jasmine,1.0,pcs,15300.0,0.0,-5574333.0,Februari,Expense Februari,STELLA ARS 175 BALINESE JASMINE,False
PCE-0537,2026-02-11,MM Clear RF 400 Blue,2.0,pcs,7600.0,0.0,-5581933.0,Februari,Expense Februari,MM CLEAR RF 400 BLUE,False
PCE-0538,2026-02-11,MM Clear RF 400 Lvndr,1.0,pcs,3800.0,0.0,-5585733.0,Februari,Expense Februari,MM CLEAR RF 400 LVNDR,False
PCE-0539,2026-02-11,plastic shopbag,1.0,pcs,550.0,0.0,-5586283.0,Februari,Expense Februari,PLASTIC SHOPBAG,False
PCE-0540,2026-02-11,Beras Sedap Wangi 5kg,1.0,pcs,81000.0,0.0,-5667283.0,Februari,Expense Februari,BERAS SEDAP WANGI 5KG,False
PCE-0541,2026-02-11,Yutakachi Bubuk Cabai,1.0,kg,70000.0,0.0,-5737283.0,Februari,Expense Februari,YUTAKACHI BUBUK CABAI,False
PCE-0542,2026-02-12,Anchor Unsalted Butter Portion,50.0,pcs,127200.0,0.0,-5864483.0,Februari,Expense Februari,ANCHOR UNSALTED BUTTER PORTION,False
PCE-0543,2026-02-12,Terigu Segitiga Biru 1kg,8.0,pcs,104000.0,0.0,-5968483.0,Februari,Expense Februari,TERIGU SEGITIGA BIRU 1KG,False
PCE-0544,2026-02-12,Chef Mate Choco Chips 300gr,1.0,pcs,33000.0,0.0,-6001483.0,Februari,Expense Februari,CHEF MATE CHOCO CHIPS 300GR,False
PCE-0545,2026-02-12,es,1.0,pax,10000.0,0.0,-6011483.0,Februari,Expense Februari,ES,False
PCE-0546,2026-02-12,Es Krim Vanilla 8L,1.0,box,188100.0,0.0,-6199583.0,Februari,Expense Februari,ES KRIM VANILLA 8L,False
PCE-0547,2026-02-12,Ultra UHT Choco 1000ml,4.0,pcs,82120.0,0.0,-6281703.0,Februari,Expense Februari,ULTRA UHT CHOCO 1000ML,False
PCE-0548,2026-02-12,Minyak Kita 1L,36.0,pcs,669000.0,0.0,-6950703.0,Februari,Expense Februari,MINYAK KITA 1L,False
PCE-0549,2026-02-12,Additional Petty Cash,1.0,time,0.0,5965033.0,-985670.0,Februari,Expense Februari,ADDITIONAL PETTY CASH,True
PCE-0550,2026-02-13,Diamond UHT Milk Full Cream 1L,29.0,pcs,568000.0,0.0,-1553670.0,Februari,Expense Februari,DIAMOND UHT MILK FULL CREAM 1L,False
PCE-0551,2026-02-13,ongkir shopeexpress,1.0,time,7000.0,0.0,-1560670.0,Februari,Expense Februari,ONGKIR SHOPEEXPRESS,False
PCE-0552,2026-02-13,Sunpride Pisang W,942.0,gr,18400.0,0.0,-1579070.0,Februari,Expense Februari,SUNPRIDE PISANG W,False
PCE-0553,2026-02-13,plastic shopbag,1.0,pcs,200.0,0.0,-1579270.0,Februari,Expense Februari,PLASTIC SHOPBAG,False
PCE-0554,2026-02-13,Aqua Asli,1.0,pcs,23000.0,0.0,-1602270.0,Februari,Expense Februari,AQUA ASLI,False
PCE-0555,2026-02-13,Air Isi Ulang,2.0,pcs,14000.0,0.0,-1616270.0,Februari,Expense Februari,AIR ISI ULANG,False
PCE-0556,2026-02-13,Aqua Asli,1.0,pcs,23000.0,0.0,-1639270.0,Februari,Expense Februari,AQUA ASLI,False
PCE-0557,2026-02-13,es,1.0,pax,10000.0,0.0,-1649270.0,Februari,Expense Februari,ES,False
PCE-0558,2026-02-13,Minyak Goreng Sunco 2L,6.0,pcs,245000.0,0.0,-1894270.0,Februari,Expense Februari,MINYAK GORENG SUNCO 2L,False
PCE-0559,2026-02-13,Ongkir Shopeexpress Marinasi Ayam,1.0,time,40000.0,0.0,-1934270.0,Februari,Expense Februari,ONGKIR SHOPEEXPRESS MARINASI AYAM,False
